player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,threat,total_points,transfers_in,transfers_out,yellow_cards,Involved,price_start,price_end,profit_or_loss,Net Transfers,90s completed,expected_assists_per90,expected_goal_involvements_per90,expected_goals_per90,expected_goals_conceded_per90,goals_per_90,goals_conceded_per_90,saves_per_90,assists_per_90,bonus_points_per_90,full_name,first_name,second_name,now_cost,element_type
Kamari Doyle,769,0,0,1,0,0.3,0.0,0.0,0.0,0.31,0,0,0.0,0.0,6,0,0,0,0,0,14.0,0,0.0,1,15,1,0,1,£4.5,£4.5,£0.0,14,0.0666666666666666,0.0,0.0,0.0,4.65,0.0,0.0,0.0,0.0,0.0,Kamari Doyle,Kamari,Doyle,45,MID
Kaoru Mitoma,124,9,11,457,8,567.6,4.93,13.22,8.29,35.52,35,7,198.9,566.8,2311,0,0,0,0,0,1380804.0,24,857.0,138,6508155,1153598,0,33,£5.0,£5.7,£0.7,5354557,25.677777777777777,0.1919948074426655,0.5148420597144094,0.3228472522717438,1.3832972739073996,0.2726092600605798,1.3630463003028992,0.0,0.3504976200778883,0.4283859800951969,Kaoru Mitoma,Kaoru,Mitoma,57,MID
Karl Darlow,353,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,127794.0,0,0.0,0,19553,186775,0,0,£4.0,£3.9,£-0.1,-167222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Karl Darlow,Karl,Darlow,39,GK
Karl Hein,655,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1550.0,0,0.0,0,2744,2384,0,0,£4.0,£3.9,£-0.1,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Karl Hein,Karl,Hein,39,GK
Kasey McAteer,687,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,92.0,0,0.0,0,148,135,0,0,£4.5,£4.5,£0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kasey McAteer,Kasey,McAteer,45,MID
Kasper Schmeichel,248,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,15551.0,0,0.0,0,0,40918,0,0,£5.0,£5.0,£0.0,-40918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kasper Schmeichel,Kasper,Schmeichel,50,GK
Keane Lewis-Potter,515,1,0,37,0,64.0,0.29,0.7799999999999999,0.49,4.15,4,0,21.9,42.0,313,0,0,0,0,0,6003.0,3,114.0,14,3704,11802,0,10,£5.5,£5.2,£-0.3,-8098,3.477777777777778,0.0833865814696485,0.2242811501597443,0.1408945686900958,1.1932907348242812,0.0,1.1501597444089458,0.0,0.2875399361022364,0.0,Keane Lewis-Potter,Keane,Lewis-Potter,52,MID
Keinan Davis,52,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4903.0,0,0.0,0,586,13593,0,0,£5.5,£5.4,£-0.1,-13007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keinan Davis,Keinan,Davis,54,FWD
Kelechi Iheanacho,262,5,9,237,1,228.9,1.5599999999999998,8.42,6.86,22.43,23,5,95.7,306.6,1112,0,0,0,0,0,90819.0,11,437.0,82,388328,423547,0,28,£6.5,£5.8,£-0.7,-35219,12.355555555555556,0.1262589928057553,0.6814748201438848,0.5552158273381295,1.8153776978417264,0.4046762589928057,1.8615107913669064,0.0,0.4046762589928057,0.7284172661870504,Kelechi Iheanacho,Kelechi,Iheanacho,58,FWD
Kenny Tete,215,5,1,484,7,385.6,1.9,2.64,0.74,46.78,36,1,111.6,617.8,2569,0,0,0,0,0,44399.0,29,110.0,90,181678,143198,8,31,£4.5,£4.4,£-0.1,38480,28.544444444444444,0.0665628649279875,0.0924873491630984,0.0259244842351109,1.6388478007006615,0.0350330868042039,1.261191124951343,0.0,0.1751654340210198,0.0350330868042039,Kenny Tete,Kenny,Tete,44,DEF
Kepa Arrizabalaga,133,0,15,575,9,0.1,0.0,0.0,0.0,38.34,33,0,70.6,706.2,2565,0,0,0,0,91,612131.0,29,0.0,118,2149815,1355056,1,29,£4.5,£4.5,£0.0,794759,28.5,0.0,0.0,0.0,1.345263157894737,0.0,1.1578947368421053,3.192982456140351,0.0,0.5263157894736842,Kepa Arrizabalaga,Kepa,Arrizabalaga,45,GK
Kevin De Bruyne,301,18,26,742,10,1476.7,13.69,19.03,5.34,19.88,23,7,297.6,897.8000000000001,2413,0,0,0,0,0,3312929.0,28,598.0,183,8088109,5897355,1,32,£12.0,£12.1,£0.1,2190754,26.81111111111111,0.5106092001657687,0.7097803564028181,0.1991711562370493,0.7414836303356818,0.2610857853294654,0.8578532946539578,0.0,0.6713634479900539,0.9697472026523,Kevin De Bruyne,Kevin,De Bruyne,121,MID
Kevin Mbabu,532,1,0,39,0,37.7,0.42,0.42,0.0,7.18,7,0,7.8,39.8,141,0,0,0,0,0,16344.0,1,0.0,7,10708,22531,1,6,£4.5,£4.3,£-0.2,-11823,1.5666666666666669,0.2680851063829787,0.2680851063829787,0.0,4.582978723404255,0.0,4.468085106382979,0.0,0.6382978723404256,0.0,Kevin Mbabu,Kevin,Mbabu,43,DEF
Kevin Schade,688,1,0,76,3,110.4,0.6699999999999999,2.74,2.07,7.18,7,0,38.7,72.2,723,0,0,0,0,0,558.0,7,205.0,29,1850,1207,2,18,£5.0,£4.9,£-0.1,643,8.033333333333333,0.083402489626556,0.3410788381742738,0.2576763485477178,0.8937759336099584,0.0,0.8713692946058091,0.0,0.1244813278008298,0.0,Kevin Schade,Kevin,Schade,49,MID
Keylor Navas,729,0,5,273,2,0.0,0.01,0.01,0.0,33.0,32,0,38.7,387.6,1530,0,0,0,0,51,96164.0,17,0.0,43,208329,111800,2,17,£4.5,£4.5,£0.0,96529,17.0,0.0005882352941176,0.0005882352941176,0.0,1.9411764705882355,0.0,1.8823529411764703,3.0,0.0,0.2941176470588235,Keylor Navas,Keylor,Navas,45,GK
Kieffer Moore,62,0,3,161,3,89.60000000000001,0.5,4.68,4.180000000000001,25.51,34,4,57.3,216.2,1269,0,0,0,0,0,98976.0,12,272.0,57,438337,421048,1,27,£5.5,£4.9,£-0.6,17289,14.1,0.0354609929078014,0.3319148936170212,0.2964539007092199,1.8092198581560288,0.2836879432624113,2.4113475177304964,0.0,0.0,0.2127659574468085,Kieffer Moore,Kieffer,Moore,49,FWD
Kieran Tierney,8,1,0,164,1,85.5,0.43,0.81,0.38,10.9,10,0,29.9,144.0,774,0,0,0,0,0,87510.0,6,67.0,37,94483,147522,0,27,£5.0,£4.6,£-0.4,-53039,8.6,0.05,0.0941860465116279,0.0441860465116279,1.2674418604651163,0.0,1.162790697674419,0.0,0.1162790697674418,0.0,Kieran Tierney,Kieran,Tierney,46,DEF
Kieran Trippier,357,9,39,941,16,1818.5,12.03,12.88,0.85,38.41,31,1,284.3,904.8,3342,1,0,0,0,0,6326856.0,38,117.0,198,7120294,2617724,5,38,£5.0,£6.0,£1.0,4502570,37.13333333333333,0.323967684021544,0.3468581687612208,0.0228904847396768,1.0343806104129265,0.0269299820466786,0.8348294434470377,0.0,0.2423698384201077,1.0502692998204668,Kieran Trippier,Kieran,Trippier,60,DEF
Kiernan Dewsbury-Hall,266,3,5,347,7,527.7,2.62,4.79,2.17,40.23,41,2,121.0,446.6,2305,0,0,0,1,0,93882.0,28,233.0,82,315977,361998,3,31,£5.0,£4.9,£-0.1,-46021,25.61111111111111,0.1022993492407809,0.1870281995661605,0.0847288503253796,1.5708026030368762,0.0780911062906724,1.6008676789587852,0.0,0.1171366594360086,0.1952277657266811,Kiernan Dewsbury-Hall,Kiernan,Dewsbury-Hall,49,MID
Killian Phillips,604,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2938.0,0,0.0,0,3926,3936,0,0,£4.5,£4.5,£0.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Killian Phillips,Killian,Phillips,45,MID
Kjell Scherpen,542,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5558.0,0,0.0,0,1447,6624,0,0,£4.0,£4.0,£0.0,-5177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kjell Scherpen,Kjell,Scherpen,40,GK
Kobbie Mainoo,643,0,0,2,0,0.8,0.07,0.07,0.0,0.25,0,0,1.3,5.8,10,0,0,0,0,0,384.0,0,6.0,1,681,554,0,1,£4.5,£4.5,£0.0,127,0.1111111111111111,0.6300000000000001,0.6300000000000001,0.0,2.25,0.0,0.0,0.0,0.0,0.0,Kobbie Mainoo,Kobbie,Mainoo,45,MID
Kofi Balmer,642,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4686.0,0,0.0,0,9755,7173,0,0,£4.0,£4.0,£0.0,2582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kofi Balmer,Kofi,Balmer,40,DEF
Konstantinos Tsimikas,292,4,2,216,4,281.7,1.3,1.98,0.68,14.45,11,0,58.5,177.6,762,0,0,0,0,0,32041.0,9,124.0,48,131766,121509,3,20,£4.5,£4.3,£-0.2,10257,8.466666666666667,0.1535433070866141,0.2338582677165354,0.0803149606299212,1.7066929133858268,0.0,1.2992125984251968,0.0,0.4724409448818897,0.2362204724409448,Konstantinos Tsimikas,Konstantinos,Tsimikas,43,DEF
Kortney Hause,38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1271.0,0,0.0,0,89,2862,0,0,£4.5,£4.4,£-0.1,-2773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kortney Hause,Kortney,Hause,44,DEF
Kristian Sekularac,667,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,217.0,0,0.0,0,520,448,0,0,£4.5,£4.5,£0.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kristian Sekularac,Kristian,Sekularac,45,MID
Kristoffer Ajer,84,0,0,129,4,24.700000000000003,0.12,0.16,0.04,11.34,14,0,15.1,96.8,763,0,0,0,0,0,8609.0,9,27.0,29,24982,24358,0,9,£4.5,£4.5,£0.0,624,8.477777777777778,0.0141546526867627,0.018872870249017,0.0047182175622542,1.3376146788990826,0.0,1.651376146788991,0.0,0.0,0.0,Kristoffer Ajer,Kristoffer,Ajer,45,DEF
Kristoffer Klaesson,236,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,55176.0,0,0.0,0,78933,56836,0,0,£4.0,£3.8,£-0.2,22097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kristoffer Klaesson,Kristoffer,Klaesson,38,GK
Krisztián Hegyi,740,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2212.0,0,0.0,0,5237,2366,0,0,£4.0,£3.9,£-0.1,2871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Krisztián Hegyi,Krisztián,Hegyi,39,GK
Kurt Zouma,461,1,8,385,7,18.7,0.11,2.07,1.96,27.88,29,2,67.4,415.0,1988,0,0,0,0,0,158008.0,24,239.0,88,469403,451034,0,25,£4.5,£4.4,£-0.1,18369,22.08888888888889,0.0049798792756539,0.0937122736418511,0.0887323943661971,1.2621730382293763,0.090543259557344,1.312877263581489,0.0,0.045271629778672,0.3621730382293762,Kurt Zouma,Kurt,Zouma,44,DEF
Kyle John,637,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3902.0,0,0.0,0,5975,4650,0,0,£4.0,£3.9,£-0.1,1325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle John,Kyle,John,39,DEF
Kyle Walker,299,0,0,376,7,176.2,1.32,1.71,0.39,20.07,20,0,43.8,223.8,1953,0,0,0,0,0,583321.0,22,39.0,69,1554447,1754518,3,27,£5.0,£4.7,£-0.3,-200071,21.7,0.0608294930875576,0.0788018433179723,0.0179723502304147,0.9248847926267282,0.0,0.9216589861751152,0.0,0.0,0.0,Kyle Walker,Kyle,Walker,47,DEF
Kyle Walker-Peters,409,0,2,335,3,277.9,2.5,3.58,1.08,51.26,58,1,87.9,403.4,2650,0,0,0,0,0,94575.0,30,198.0,56,158567,219731,4,31,£4.5,£4.4,£-0.1,-61164,29.444444444444443,0.0849056603773585,0.1215849056603773,0.0366792452830188,1.7409056603773585,0.0339622641509433,1.969811320754717,0.0,0.0,0.0679245283018867,Kyle Walker-Peters,Kyle,Walker-Peters,44,DEF
Lamare Bogarde,638,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4126.0,0,0.0,0,6240,5638,0,0,£4.0,£4.0,£0.0,602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lamare Bogarde,Lamare,Bogarde,40,DEF
Layvin Kurzawa,613,0,0,13,0,4.5,0.03,0.03,0.0,4.57,4,0,2.5,20.2,136,0,0,0,0,0,3380.0,2,0.0,2,7522,7955,1,3,£4.5,£4.3,£-0.2,-433,1.511111111111111,0.0198529411764705,0.0198529411764705,0.0,3.024264705882353,0.0,2.647058823529412,0.0,0.0,0.0,Layvin Kurzawa,Layvin,Kurzawa,43,DEF
Leander Dendoncker,479,0,0,163,4,96.1,0.14,0.86,0.72,14.68,14,0,30.6,143.4,897,0,0,0,0,0,8717.0,9,64.0,37,9258,18770,0,24,£5.0,£4.7,£-0.3,-9512,9.966666666666669,0.0140468227424749,0.0862876254180602,0.0722408026755852,1.4729096989966557,0.0,1.4046822742474916,0.0,0.0,0.0,Leander Dendoncker,Leander,Dendoncker,47,MID
Leandro Trossard,111,13,8,494,8,687.1,6.02,12.39,6.37,30.79,38,8,216.6,620.0,2237,0,0,0,0,0,1151545.0,26,859.0,154,4904350,4603796,1,36,£6.5,£6.6,£0.1,300554,24.855555555555554,0.2421993741618238,0.4984801072865445,0.2562807331247206,1.2387572641931155,0.3218596334376397,1.5288332588287887,0.0,0.5230219043361646,0.3218596334376397,Leandro Trossard,Leandro,Trossard,66,MID
Leo Fuhr Hjelde,243,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,23350.0,0,0.0,0,15324,32850,0,0,£4.0,£3.9,£-0.1,-17526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leo Fuhr Hjelde,Leo Fuhr,Hjelde,39,DEF
Leon Bailey,45,5,6,242,8,439.1,4.77,10.11,5.34,35.15,32,4,130.1,334.2,1964,0,0,0,0,0,524750.0,26,532.0,100,1042070,2357916,4,33,£5.0,£4.3,£-0.7,-1315846,21.822222222222223,0.2185845213849287,0.4632892057026476,0.2447046843177189,1.610743380855397,0.1832993890020366,1.4663951120162932,0.0,0.2291242362525458,0.2749490835030549,Leon Bailey,Leon,Bailey,43,MID
Levi Colwill,559,2,6,249,3,100.7,0.31,1.72,1.41,22.2,21,0,37.4,222.0,1218,0,0,0,0,0,9420.0,13,50.0,46,43801,24104,1,17,£4.5,£4.4,£-0.1,19697,13.533333333333331,0.0229064039408867,0.1270935960591133,0.1041871921182266,1.6403940886699506,0.0,1.5517241379310345,0.0,0.1477832512315271,0.4433497536945813,Levi Colwill,Levi,Colwill,44,DEF
Lewis Bate,241,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,652.0,0,0.0,0,0,1424,0,0,£4.5,£4.5,£0.0,-1424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis Bate,Lewis,Bate,45,MID
Lewis Brunt,273,0,0,4,0,1.0,0.01,0.01,0.0,0.78,1,0,0.3,2.2,22,0,0,0,0,0,34512.0,0,0.0,1,29821,38477,0,1,£4.0,£3.9,£-0.1,-8656,0.2444444444444444,0.0409090909090909,0.0409090909090909,0.0,3.190909090909091,0.0,4.090909090909091,0.0,0.0,0.0,Lewis Brunt,Lewis,Brunt,39,DEF
Lewis Cook,67,2,1,280,3,352.5,2.3,2.54,0.24,32.09,39,0,71.2,313.0,1712,0,0,0,0,0,6826.0,18,45.0,51,10511,14558,4,28,£5.0,£4.9,£-0.1,-4047,19.022222222222226,0.120911214953271,0.1335280373831775,0.0126168224299065,1.6869742990654204,0.0,2.050233644859813,0.0,0.1051401869158878,0.0525700934579439,Lewis Cook,Lewis,Cook,49,MID
Lewis Dunk,106,1,7,648,12,163.6,0.9,2.57,1.6700000000000002,46.43,50,1,102.4,661.4,3240,1,0,0,0,0,604680.0,36,198.0,112,2128569,1084584,4,36,£4.5,£4.8,£0.3,1043985,36.0,0.025,0.0713888888888888,0.0463888888888888,1.2897222222222222,0.0277777777777777,1.3888888888888888,0.0,0.0277777777777777,0.1944444444444444,Lewis Dunk,Lewis,Dunk,48,DEF
Lewis Hall,661,0,3,118,1,174.3,1.46,2.29,0.83,13.29,11,0,40.7,113.2,653,0,0,0,0,0,1550.0,8,119.0,19,8474,4564,1,9,£4.5,£4.3,£-0.2,3910,7.2555555555555555,0.2012251148545176,0.3156202143950995,0.1143950995405819,1.8316998468606431,0.0,1.5160796324655437,0.0,0.0,0.4134762633996937,Lewis Hall,Lewis,Hall,43,MID
Lewis Miley,741,0,0,2,0,0.0,0.0,0.08,0.08,0.87,0,0,0.0,0.0,14,0,0,0,0,0,260.0,0,0.0,1,609,410,0,1,£4.5,£4.5,£0.0,199,0.1555555555555555,0.0,0.5142857142857142,0.5142857142857142,5.592857142857143,0.0,0.0,0.0,0.0,0.0,Lewis Miley,Lewis,Miley,45,MID
Lewis O'Brien,524,0,0,88,1,56.400000000000006,0.19,0.53,0.34,14.13,14,1,21.1,107.8,578,0,0,0,0,0,4626.0,6,47.0,22,5613,8874,2,13,£5.0,£4.7,£-0.3,-3261,6.422222222222223,0.0295847750865051,0.0825259515570934,0.0529411764705882,2.2001730103806225,0.1557093425605536,2.179930795847751,0.0,0.0,0.0,Lewis O'Brien,Lewis,O'Brien,47,MID
Lewis Payne,647,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,255.0,0,0.0,0,489,500,0,0,£4.5,£4.5,£0.0,-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis Payne,Lewis,Payne,45,MID
Lewis Warrington,561,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,8055.0,0,0.0,0,18771,17660,0,0,£4.5,£4.4,£-0.1,1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis Warrington,Lewis,Warrington,44,MID
Liam Cooper,221,0,1,238,2,65.2,0.31,1.21,0.9,26.08,32,1,51.7,309.8,1425,0,0,0,0,0,6395.0,16,145.0,31,14562,18383,5,18,£4.5,£4.4,£-0.1,-3821,15.833333333333334,0.019578947368421,0.0764210526315789,0.0568421052631578,1.647157894736842,0.0631578947368421,2.0210526315789474,0.0,0.0,0.0631578947368421,Liam Cooper,Liam,Cooper,44,DEF
Liam Delap,323,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,24146.0,0,0.0,0,13802,61384,0,0,£4.5,£4.4,£-0.1,-47582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liam Delap,Liam,Delap,44,FWD
Lino Sousa,631,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,6401.0,0,0.0,0,8529,7597,0,0,£4.0,£4.0,£0.0,932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lino Sousa,Lino,Sousa,40,DEF
Lisandro Martínez,533,0,6,481,9,110.4,1.02,1.48,0.4599999999999999,32.52,33,1,76.7,571.8,2113,0,0,0,0,0,616274.0,24,82.0,81,1411480,1156960,6,27,£4.5,£4.4,£-0.1,254520,23.477777777777774,0.0434453383814481,0.0630383341221012,0.0195929957406531,1.3851396119261714,0.0425934690014197,1.4055844770468529,0.0,0.0,0.2555608140085187,Lisandro Martínez,Lisandro,Martínez,44,DEF
Lloyd Kelly,73,2,5,372,5,97.7,0.7,0.87,0.17,35.92,38,0,52.1,394.0,2040,0,0,0,0,0,68850.0,23,26.0,60,125693,180542,3,23,£4.5,£4.3,£-0.2,-54849,22.666666666666668,0.0308823529411764,0.0383823529411764,0.0075,1.5847058823529412,0.0,1.676470588235294,0.0,0.088235294117647,0.2205882352941176,Lloyd Kelly,Lloyd,Kelly,43,DEF
Loris Karius,626,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7153.0,0,0.0,0,15083,11728,0,0,£4.0,£3.9,£-0.1,3355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Loris Karius,Loris,Karius,39,GK
Loïc Badé,621,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2213.0,0,0.0,0,1777,2337,0,0,£4.5,£4.5,£0.0,-560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Loïc Badé,Loïc,Badé,45,DEF
Loïc Mbe Soh,393,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3607.0,0,0.0,0,1277,4303,0,0,£4.5,£4.2,£-0.3,-3026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Loïc Mbe Soh,Loïc,Mbe Soh,42,DEF
Lucas Digne,33,0,4,234,3,293.3,1.9,2.33,0.43,25.91,25,1,65.8,271.4,1492,1,0,0,0,0,177565.0,18,92.0,50,346378,625848,5,28,£5.0,£4.5,£-0.5,-279470,16.57777777777778,0.1146112600536192,0.1405495978552279,0.0259383378016085,1.562935656836461,0.0603217158176943,1.508042895442359,0.0,0.0,0.2412868632707774,Lucas Digne,Lucas,Digne,45,DEF
Lucas Rodrigues Moura da Silva,431,0,0,55,0,55.8,0.4599999999999999,1.01,0.55,2.68,5,1,12.7,29.0,145,0,0,0,1,0,18262.0,0,43.0,17,14566,42033,0,15,£6.0,£5.8,£-0.2,-27467,1.6111111111111112,0.2855172413793103,0.6268965517241379,0.3413793103448276,1.663448275862069,0.6206896551724138,3.103448275862069,0.0,0.0,0.0,Lucas Rodrigues Moura da Silva,Lucas,Rodrigues Moura da Silva,58,MID
Lucas Tolentino Coelho de Lima,603,5,8,395,6,446.5,2.62,7.010000000000001,4.39,33.84,39,4,142.0,496.8,2154,0,0,0,0,0,80818.0,27,473.0,98,381118,298549,5,28,£6.0,£5.9,£-0.1,82569,23.933333333333334,0.1094707520891365,0.2928969359331476,0.1834261838440111,1.4139275766016717,0.1671309192200557,1.6295264623955432,0.0,0.2089136490250696,0.3342618384401114,Lucas Tolentino Coelho de Lima,Lucas,Tolentino Coelho de Lima,59,MID
Lucas Torreira di Pascua,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,11729.0,0,0.0,0,2811,37912,0,0,£4.5,£4.5,£0.0,-35101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lucas Torreira di Pascua,Lucas,Torreira di Pascua,45,MID
Ludwig Augustinsson,525,0,0,5,0,1.9,0.01,0.09,0.08,0.74,0,0,4.2,5.6,76,0,0,0,0,0,4902.0,1,35.0,2,1973,7099,1,3,£4.5,£4.3,£-0.2,-5126,0.8444444444444444,0.0118421052631578,0.106578947368421,0.0947368421052631,0.8763157894736842,0.0,0.0,0.0,0.0,0.0,Ludwig Augustinsson,Ludwig,Augustinsson,43,DEF
Luis Díaz,293,2,7,166,4,176.7,1.32,3.8,2.48,11.99,11,4,80.1,236.2,991,0,0,0,0,0,1088163.0,11,388.0,62,2226395,3337522,2,17,£8.0,£7.8,£-0.2,-1111127,11.011111111111113,0.1198789101917255,0.3451059535822401,0.2252270433905146,1.0889001009081736,0.3632694248234107,0.9989909182643796,0.0,0.1816347124117053,0.6357214934409687,Luis Díaz,Luis,Díaz,78,MID
Luis Sinisterra Lucumí,508,0,6,173,0,157.70000000000002,0.88,4.69,3.81,18.12,23,5,70.6,242.8,863,0,0,0,1,0,33871.0,13,305.0,53,144452,156896,1,19,£6.5,£6.5,£0.0,-12444,9.588888888888889,0.0917728852838934,0.4891077636152955,0.3973348783314021,1.8896871378910776,0.5214368482039398,2.398609501738123,0.0,0.0,0.6257242178447278,Luis Sinisterra Lucumí,Luis,Sinisterra Lucumí,65,MID
Luka Milivojevic,158,0,0,80,2,43.6,0.2,0.54,0.34,7.8,7,0,12.7,69.2,500,0,0,0,0,0,43626.0,5,17.0,23,56099,90185,2,18,£4.5,£4.2,£-0.3,-34086,5.555555555555555,0.036,0.0972,0.0612,1.404,0.0,1.26,0.0,0.0,0.0,Luka Milivojevic,Luka,Milivojevic,42,MID
Lukasz Fabianski,455,0,10,622,9,0.0,0.0,0.0,0.0,45.55,48,0,75.4,755.6,3111,0,0,1,0,109,131172.0,36,0.0,127,244225,253082,1,36,£5.0,£4.9,£-0.1,-8857,34.56666666666667,0.0,0.0,0.0,1.3177434908389585,0.0,1.3886210221793631,3.1533269045323045,0.0,0.2892960462873674,Lukasz Fabianski,Lukasz,Fabianski,49,GK
Luke Ayling,222,1,4,336,3,209.3,2.24,5.17,2.93,42.12,48,2,92.8,451.8,2048,0,0,0,0,0,19168.0,22,264.0,59,108475,63507,3,29,£4.5,£4.5,£0.0,44968,22.75555555555556,0.0984374999999999,0.2271972656249999,0.128759765625,1.8509765625,0.087890625,2.109375,0.0,0.0439453125,0.17578125,Luke Ayling,Luke,Ayling,45,DEF
Luke Chambers,563,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,9280.0,0,0.0,0,6903,9126,0,0,£4.0,£4.0,£0.0,-2223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luke Chambers,Luke,Chambers,40,DEF
Luke Cundle,485,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,24091.0,0,0.0,0,19628,46391,0,0,£4.5,£4.4,£-0.1,-26763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luke Cundle,Luke,Cundle,44,MID
Luke Harris,546,0,0,7,0,1.6,0.0,0.0,0.0,1.16,1,0,0.2,0.6000000000000001,10,0,0,0,0,0,4770.0,0,0.0,3,6722,8718,0,3,£4.5,£4.3,£-0.2,-1996,0.1111111111111111,0.0,0.0,0.0,10.44,0.0,9.0,0.0,0.0,0.0,Luke Harris,Luke,Harris,43,MID
Luke Mbete-Tabu,320,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,16655.0,0,0.0,0,47144,52449,0,0,£4.0,£3.9,£-0.1,-5305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luke Mbete-Tabu,Luke,Mbete-Tabu,39,DEF
